date_scrape,search_word,channel_subs,views,num_comments,num_likes,unique_channels
2021-03-27,cardano,673200.0,322710.4,2371.5555555555557,16380.0,10
2021-03-27,dogecoin,487647.5,136498.625,908.9,6730.0,10
2021-03-27,litecoin,196142.85714285713,69013.57142857143,980.0,3443.8,10
2021-03-27,dot crypto,411783.3333333333,98889.0,990.3,4970.0,10
2021-03-27,cosmos crypto,137418.88888888888,41012.0,497.7,2236.6,10
2021-03-27,monero,40351.2,11141.3,202.9,739.5,10
2021-03-27,stellar crypto,84644.0,39818.1,509.7,2006.8,10
2021-03-27,filecoin,138582.5,14391.666666666668,187.11111111111111,1085.375,9
2021-03-27,ripple,340100.0,157017.77777777778,979.5,4260.0,10
2021-03-27,dai crypto,6013.625,748.3333333333334,13.3,48.0,10
2021-03-28,monero,130733.0,21147.0,359.8,1496.2,10
2021-03-28,dai crypto,6882.222222222223,780.3,14.4,49.9,10
2021-03-28,dogecoin,533031.0,140879.6,909.8,6740.0,10
2021-03-28,bitcoin,4746416.666666667,897086.6666666666,7428.75,48500.0,12
2021-03-28,tezos,25586.0,7758.4,62.9,330.6,10
2021-03-28,cardano,679800.0,324787.1,2600.1,16480.0,10
2021-03-28,filecoin,165077.0,26936.545454545456,240.0,1706.5,11
2021-03-28,stellar crypto,84905.0,39863.9,542.3333333333334,2007.5,10
2021-03-28,algorand,132398.0,24097.2,311.1,1050.5,10
2021-03-28,cosmos crypto,168294.0,48216.3,641.6666666666666,2689.7,10
2021-03-28,tron crypto,89351.11111111111,31763.0,847.1,1380.8,10
2021-03-28,eos crypto,70444.44444444444,31646.3,438.6666666666667,1807.2,10
2021-03-28,chainlink,261100.0,78418.1,815.7,4230.0,10
2021-03-28,ethereum,675444.4444444445,289422.8888888889,2598.5555555555557,12811.111111111111,9
2021-03-28,ripple,353900.0,164457.8,1057.4444444444443,4370.0,10
2021-03-28,dot crypto,388700.0,113316.8,920.8,4840.0,10
2021-03-28,litecoin,188210.1,68730.8,984.0,3454.4,10
2021-03-29,bitcoin,5577666.666666667,927422.4444444445,7584.111111111111,53777.77777777778,9
2021-03-29,dogecoin,500325.0,134164.3,904.4444444444445,5440.0,10
2021-03-29,tezos,24228.0,6174.2,53.666666666666664,264.8,10
2021-03-29,dot crypto,363466.6666666667,116916.0,953.6,4990.0,10
2021-03-29,cardano,681500.0,325414.7,2596.4444444444443,16480.0,10
2021-03-29,cosmos crypto,161751.0,49032.9,574.6,2759.7,10
2021-03-29,stellar crypto,74340.0,32225.9,438.1,1625.6,10
2021-03-29,litecoin,189010.0,68818.1,1091.7777777777778,3454.4,10
2021-03-29,dai crypto,5593.888888888889,715.0,13.9,46.3,10
2021-03-29,eos crypto,70644.44444444444,31713.9,395.0,1807.3,10
2021-03-29,chainlink,262000.0,78844.2,777.5555555555555,4250.0,10
2021-03-29,filecoin,172144.44444444444,25269.1,238.4,1632.3333333333333,10
2021-03-29,tron crypto,91246.66666666667,32278.4,874.6,1421.8,10
2021-03-29,ethereum,677000.0,282370.1111111111,1973.375,12255.555555555555,9
2021-03-29,ripple,313520.0,143036.3,1204.8,5050.0,10
2021-03-29,algorand,128928.0,23929.6,312.9,1032.5,10
2021-03-29,monero,131054.0,23004.5,382.1,1593.1,10
2021-03-30,filecoin,172977.77777777778,26151.2,241.42857142857142,1666.0,10
2021-03-30,bitcoin,1679333.3333333333,656361.5555555555,5669.444444444444,24333.333333333332,9
2021-03-30,chainlink,264200.0,79325.0,760.125,4240.0,10
2021-03-30,dot crypto,394344.44444444444,99409.8,646.125,4440.0,10
2021-03-30,monero,106650.0,22816.5,381.2,1612.1,10
2021-03-30,algorand,129119.0,24241.3,207.6,1046.1,10
2021-03-30,tron crypto,103641.11111111111,39423.4,1218.4444444444443,1799.1,10
2021-03-30,dogecoin,661250.0,148253.8,880.5714285714286,5820.0,10
2021-03-30,eos crypto,86233.33333333333,39645.0,393.7,2047.5,10
2021-03-30,cosmos crypto,142323.0,46198.7,602.0,2471.3,10
2021-03-30,litecoin,213301.2857142857,81664.57142857143,732.0,3950.4285714285716,7
2021-03-30,cardano,685000.0,326579.4,2840.625,16590.0,10
2021-03-30,tezos,21843.0,6219.0,46.166666666666664,258.4,10
2021-03-30,ethereum,680333.3333333334,282975.22222222225,2142.3333333333335,12266.666666666666,9
2021-03-30,stellar crypto,173300.0,60994.2,662.2222222222222,2836.1,10
2021-03-30,ripple,340700.0,171544.66666666666,1333.5,4700.0,6
2021-03-30,dai crypto,5896.444444444444,736.1,15.666666666666666,47.4,10
2021-03-31,cardano,688200.0,327721.8,2708.777777777778,16690.0,10
2021-03-31,tezos,27352.0,5344.1,47.0,196.6,10
2021-03-31,ripple,272840.0,142587.5,1092.625,5360.0,10
2021-03-31,bitcoin,3649666.6666666665,632293.6666666666,5800.625,21555.555555555555,9
2021-03-31,monero,107390.0,23994.4,385.25,1655.0,10
2021-03-31,dogecoin,661534.0,151089.1,781.6666666666666,5850.0,10
2021-03-31,filecoin,167188.88888888888,27046.9,245.1,1745.111111111111,10
2021-03-31,cosmos crypto,143074.0,46389.4,406.6666666666667,2474.8,10
2021-03-31,algorand,117571.0,22020.5,160.14285714285714,936.1,10
2021-03-31,stellar crypto,162776.0,58316.8,577.4,2591.9,10
2021-03-31,tron crypto,90614.44444444444,36605.6,1560.0,1633.2,10
2021-03-31,eos crypto,87033.33333333333,39777.6,391.25,2047.4,10
2021-03-31,ethereum,670333.3333333334,288265.77777777775,2231.0,12200.0,9
2021-03-31,dot crypto,411277.77777777775,96249.6,631.6666666666666,4210.0,10
2021-03-31,litecoin,161267.77777777778,60602.333333333336,790.8,2806.1111111111113,9
2021-03-31,chainlink,265410.0,79563.2,1061.888888888889,4560.0,10
2021-03-31,dai crypto,5920.666666666667,745.1,15.666666666666666,47.7,10
2021-04-01,cardano,626000.0,306083.1,2096.777777777778,16190.0,10
2021-04-01,monero,100155.0,20950.1,304.0,1316.9,10
2021-04-01,chainlink,267700.0,79937.4,976.5,4560.0,10
2021-04-01,tezos,23909.6,4872.4,38.2,192.3,10
2021-04-01,ripple,354380.0,144952.4,945.5,4150.0,10
2021-04-01,bitcoin,5388666.666666667,1001550.0,8059.444444444444,54611.11111111111,9
2021-04-01,dogecoin,480527.0,113787.4,913.5555555555555,4500.0,10
2021-04-01,dot crypto,461350.0,101268.3,523.0,4520.0,10
