date_scrape,user_name,retweet_count,favorite_count,account_followers,unique_users
2021-04-02,Algorand,72.0,323.7,76162.0,10
2021-04-02,Ripple,339.4,1415.9,1315182.9,10
2021-04-02,chainlink,169.6,717.9,210344.0,10
2021-04-02,Tronfoundation,98.71428571428571,396.2857142857143,678437.0,7
2021-04-02,StellarOrg,73.88888888888889,307.44444444444446,465356.0,9
2021-04-02,LTCFoundation,111.22222222222223,525.2222222222222,155339.0,9
2021-04-02,Cardano,110.5,747.3333333333334,358454.0,6
2021-04-03,chainlink,185.5,775.2,212199.0,10
2021-04-03,StellarOrg,76.88888888888889,317.44444444444446,466901.22222222225,9
2021-04-03,Algorand,40.0,196.8,76732.0,10
2021-04-03,Cardano,114.5,781.5,360777.0,6
2021-04-03,monero,34.1,171.8,380115.0,10
2021-04-03,dogecoin,956.1666666666666,7556.666666666667,692792.0,6
2021-04-03,Bitcoin,793.1,5266.8,1852033.0,10
2021-04-03,Filecoin,47.8,231.6,69285.0,10
2021-04-03,Tronfoundation,104.42857142857143,414.0,682337.0,7
2021-04-03,MakerDAO,4.0,21.6,126773.0,10
2021-04-03,Polkadot,77.3,403.0,265423.0,10
2021-04-03,LTCFoundation,112.55555555555556,529.6666666666666,155612.55555555556,9
2021-04-03,tezos,53.625,206.625,98709.0,8
2021-04-03,cosmos,27.5,127.3,95176.4,10
2021-04-03,ethereum,38.0,186.0,863588.0,1
2021-04-03,Ripple,355.3,1474.7,1319148.0,10
2021-04-03,block_one_,59.2,204.4,207718.0,10
2021-04-04,MakerDAO,4.4,21.9,127297.0,10
2021-04-04,LTCFoundation,113.22222222222223,532.1111111111111,155894.0,9
2021-04-04,Polkadot,86.2,450.5,268149.0,10
2021-04-04,Algorand,45.8,219.2,77191.0,10
2021-04-04,chainlink,193.9,814.8,213785.0,10
2021-04-04,Ripple,359.5,1494.2,1322504.0,10
2021-04-04,tezos,54.75,209.25,98968.0,8
2021-04-04,ethereum,38.0,186.0,867405.0,1
2021-04-04,Cardano,117.16666666666667,794.6666666666666,363224.0,6
2021-04-04,StellarOrg,78.0,319.77777777777777,468576.0,9
2021-04-04,cosmos,29.1,130.9,95835.0,10
2021-04-04,block_one_,59.2,205.8,207959.0,10
2021-04-04,monero,39.4,193.9,380800.0,10
2021-04-04,Filecoin,47.7,233.7,69813.0,10
2021-04-04,Bitcoin,792.2,5270.8,1861449.0,10
2021-04-04,Tronfoundation,108.875,452.5,687466.0,8
2021-04-04,dogecoin,957.1666666666666,7564.166666666667,694753.0,6
2021-04-05,StellarOrg,79.0,321.77777777777777,470853.0,9
2021-04-05,monero,44.7,221.5,381521.0,10
2021-04-05,Filecoin,46.3,235.0,70414.0,10
2021-04-05,dogecoin,958.3333333333334,7569.333333333333,696774.0,6
2021-04-05,LTCFoundation,181.6,854.3,157171.0,10
2021-04-05,block_one_,50.8,180.6,208417.0,10
2021-04-05,tezos,55.125,210.375,99399.0,8
2021-04-05,MakerDAO,4.1,19.5,127830.0,10
2021-04-05,Tronfoundation,133.5,598.625,694350.0,8
2021-04-05,cosmos,31.9,131.1,96515.0,10
2021-04-05,Ripple,418.3,1668.1,1329548.8,10
2021-04-05,Polkadot,83.5,454.5,271005.0,10
2021-04-05,ethereum,56.5,239.0,871247.0,2
2021-04-05,Algorand,52.5,243.9,77631.0,10
2021-04-05,Bitcoin,796.2,5273.8,1871848.0,10
2021-04-05,chainlink,213.4,903.2,215811.0,10
2021-04-05,Cardano,117.83333333333333,800.3333333333334,366154.0,6
2021-04-06,Filecoin,44.7,224.5,70950.0,10
2021-04-06,Algorand,71.5,302.8,78117.0,10
2021-04-06,ethereum,56.5,239.5,875346.0,2
2021-04-06,tezos,66.83333333333333,251.33333333333334,99757.0,6
2021-04-06,dogecoin,959.5,7578.166666666667,699117.0,6
2021-04-06,Polkadot,96.2,529.8,273678.0,10
2021-04-06,monero,36.3,188.8,382246.0,10
2021-04-06,block_one_,49.6,176.3,208706.0,10
2021-04-06,Bitcoin,822.0,5298.0,1881542.875,8
2021-04-06,LTCFoundation,246.77777777777777,1193.2222222222222,158516.0,9
2021-04-06,Cardano,123.0,793.8571428571429,369324.0,7
2021-04-06,chainlink,237.5,1000.5,217936.0,10
2021-04-06,MakerDAO,4.4,20.3,128261.0,10
2021-04-06,StellarOrg,67.0,276.8,473732.0,10
2021-04-06,Tronfoundation,176.5,751.5,702437.0,8
2021-04-06,Ripple,516.1,1994.4,1340442.0,10
2021-04-06,cosmos,36.7,146.4,97097.0,10
2021-04-07,Cardano,130.14285714285714,828.0,371680.0,7
2021-04-07,dogecoin,959.8333333333334,7584.833333333333,701335.0,6
2021-04-07,Bitcoin,802.4444444444445,4949.111111111111,1891863.0,9
