date_scrape,coin_name,r_subscribers,r_comments,r_upvotes,r_upvote_ratio,r_unique_posts,t_retweets,t_favorites,t_followers,t_unique_users,y_subscribers,y_views,y_comments,y_likes,y_unique_channels,price
2021-03-09,ethereum,714438,50.75959595959596,187.96565656565656,0.8514141414141414,495,507,1915,776543,1,622840,311111.4,3286.4,399.3,10,1868.048828125
2021-03-10,ethereum,716416,51.385858585858585,192.3939393939394,0.8580808080808079,495,523,1995,780109,1,639650,345057.8333333333,3651.2,472.6666666666667,6,1799.166259765625
2021-03-11,ethereum,718300,52.11290322580645,195.93145161290323,0.8596774193548384,496,284.5,1096,783633,2,630000,311961.6,3311.6666666666665,408.2,10,1826.1949462890625
2021-03-12,ethereum,719964,52.40725806451613,197.375,0.8570362903225802,496,297,1143.5,786195,2,643222.2222222222,292406.77777777775,2967.7,391.5,10,1772.1024169921875
2021-03-13,ethereum,721934,53.149193548387096,198.3891129032258,0.8628024193548386,496,299.5,1153.5,789681,2,637683.3333333334,350779.5,3413.3333333333335,470.8333333333333,6,1924.6854248046875
2021-03-14,ethereum,724297,53.59879032258065,200.3951612903226,0.86171370967742,496,301,1157,793671,2,592840,312600.2,2984.1,395.7,10,1854.5643310546875
2021-03-15,ethereum,726425,53.93346774193548,202.56048387096777,0.858588709677419,496,303,1159,797012,2,588380,314090.5,3032.7,394.5,10,1791.7022705078125
2021-03-16,ethereum,728474,55.49596774193548,206.36693548387095,0.8611088709677417,496,303.5,1161.5,800598,2,1051933.3333333333,355505.5,0,14833.333333333334,6,1806.9718017578125
2021-03-17,ethereum,730659,56.22379032258065,209.71370967741936,0.8601209677419355,496,300,1152.5,802741,2,1051933.3333333333,355505.5,0,14833.333333333334,6,1823.4493408203125
2021-03-18,ethereum,732488,57.224242424242426,212.1838383838384,0.8618989898989892,495,301,1154.5,806815,2,730700,311591.6,3194.9,15040,10,1782.8551025390625
2021-03-19,ethereum,734144,57.09475806451613,211.4758064516129,0.8627016129032257,496,299.5,1151.5,810261,2,820833.3333333334,355612.8333333333,4000.4,17000,6,1817.6241455078125
2021-03-20,ethereum,735741,57.48185483870968,212.2379032258065,0.8596774193548384,496,301.5,1152,814108,2,738000,317822,3235.3,15140,10,1812.6346435546875
2021-03-21,ethereum,737813,57.58870967741935,215.1431451612903,0.8622580645161289,496,301.5,1152,819721,2,792000,350677.14285714284,2808.5,16428.571428571428,7,1788.217041015625
2021-03-22,ethereum,739533,57.89314516129032,217.62298387096777,0.8619556451612904,496,302,1151,823930,2,813000,362115.6666666667,4370.5,16500,6,1691.333984375
2021-03-23,ethereum,741041,58.11515151515152,217.7474747474747,0.8630909090909095,495,52,228,827311,2,730600,314509.4,3039,14100,10,1678.650146484375
2021-03-24,ethereum,742739,58.432323232323235,219.11515151515152,0.8612323232323229,495,35,186,831853,1,820666.6666666666,366045.6666666667,4844,16666.666666666668,6,1593.4134521484375
2021-03-25,ethereum,744163,57.422222222222224,216.3171717171717,0.8569494949494946,495,37,187,835314,1,742000,318477,1789.2,14680,10,1595.3592529296875
2021-03-26,ethereum,745427,57.965656565656566,219.08282828282827,0.8532929292929291,495,39,189,838403,1,671600,281360.5,2371.4,12530,10,1702.842041015625
2021-03-27,ethereum,746637,58.69292929292929,222.08080808080808,0.8563434343434343,495,38,191,841493,1,668888.8888888889,288133.3333333333,2583,12811.111111111111,9,1716.49462890625
2021-03-28,ethereum,748039,58.674089068825914,222.24493927125505,0.8528137651821861,494,38,191,844753,1,675444.4444444445,289422.8888888889,2598.5555555555557,12811.111111111111,9,1691.35595703125
2021-03-29,ethereum,749434,58.84146341463415,226.0142276422764,0.8583739837398371,492,38,187,845058,1,677000,282370.1111111111,1973.375,12255.555555555557,9,1819.6849365234375
2021-03-30,ethereum,750951,59.140243902439025,228.8150406504065,0.8574999999999998,492,37,185,846975,1,680333.3333333334,282975.22222222225,2142.3333333333335,12266.666666666666,9,1846.03369140625
2021-03-31,ethereum,752378,59.6869918699187,229.3109756097561,0.856930894308943,492,37,185,850239,1,670333.3333333334,288265.77777777775,2231,12200,9,1918.362060546875
2021-04-01,ethereum,753777,60.11178861788618,231.6138211382114,0.856829268292683,492,38,186,853961,1,940333.3333333334,287083.44444444444,2410.5555555555557,13722.222222222224,9,1977.27685546875
2021-04-02,ethereum,755714,60.41260162601626,232.53048780487805,0.8548780487804873,492,38,186,859379,1,942333.3333333334,288639.6666666667,2428.8888888888887,13833.333333333334,9,2143.2255859375
2021-04-03,ethereum,757638,60.871690427698574,234.64562118126273,0.8599185336048877,491,38,186,863588,1,945555.5555555556,289918.44444444444,2437.777777777778,13833.333333333334,9,2028.4224853515625
2021-04-04,ethereum,759244,61.05295315682281,235.05906313645625,0.857189409368635,491,38,186,867405,1,948000,290951.3333333333,2205.875,13944.444444444443,9,2093.122802734375
2021-04-05,ethereum,760926,61.54786150712831,235.34012219959263,0.8559063136456208,491,56.5,239,871247,2,723250,372947.5,2801.25,14250,4,2107.88720703125
2021-04-06,ethereum,762629,62.08350305498982,237.6537678207739,0.8600610997963333,491,56.5,239.5,875346,2,932333.3333333334,308232.1111111111,2733.625,14055.555555555557,9,2118.37890625
2021-04-07,ethereum,764395,62.496945010183296,241.34826883910387,0.8629327902240327,491,56.5,240,879337,2,1029285.7142857144,327299.4285714286,2991.8333333333335,15128.57142857143,7,1971.0772705078125
2021-04-08,ethereum,765825,62.645621181262726,241.9837067209776,0.861547861507128,491,57,240,882867,2,1051933.3333333333,355505.5,0,14833.333333333334,6,2088.57373046875
2021-04-09,ethereum,767136,63.14867617107943,245.79226069246437,0.8626883910386968,491,56.5,240,886251,2,1051933.3333333333,355505.5,0,14833.333333333334,6,2072.10888671875
2021-04-10,ethereum,768608,64.88391038696538,257.7739307535642,0.8640325865580448,491,55.5,238.5,890023,2,1004400,285606.9,2253.6666666666665,14290,10,2135.942138671875
2021-04-11,ethereum,770551,65.90631364562118,259.29938900203666,0.8592668024439921,491,37,186,894142,1,1261888.888888889,293751.1111111111,2067.777777777778,13655.555555555557,9,2157.656982421875
2021-04-12,ethereum,772718,67.0244399185336,261.73930753564156,0.8635845213849301,491,37,186,897950,1,1261600,353369.8,2958.25,16380,5,2139.353271484375
2021-04-13,ethereum,774598,66.41260162601625,263.1483739837398,0.859085365853658,492,37,186,902252,1,1262800,354324.2,3200.8,16380,5,2299.187744140625
2021-04-14,ethereum,777072,66.2560975609756,260.7154471544715,0.860995934959349,492,37,186,908663,1,1012000,291579.1,2113.4,13370,10,2435.10498046875
2021-04-15,ethereum,779979,66.23983739837398,262.6788617886179,0.8625609756097559,492,37,186,915227,1,1037666.6666666666,301859.44444444444,2475.3333333333335,13433.333333333334,9,2519.1162109375
2021-04-16,ethereum,783387,66.53252032520325,263.7439024390244,0.8609349593495933,492,37,186,923403,1,1120166.6666666667,251253.33333333337,548,12516.666666666666,6,2431.946533203125
2021-04-17,ethereum,786544,66.67073170731707,269.2642276422764,0.8615040650406497,492,37,186,928486,1,1080571.4285714286,246735.42857142855,1080.25,12885.714285714286,7,2344.89501953125
2021-04-18,ethereum,790312,68.69918699186992,274.4247967479675,0.8618902439024391,492,37,186,936196,1,925700,235811.3,1810.7777777777776,11090,10,2237.136962890625
2021-04-19,ethereum,794112,70.44016227180528,277.9026369168357,0.8640973630831648,493,37,186,941760,1,964333.3333333334,241713.11111111112,1654.25,11722.222222222224,9,2166.188720703125
2021-04-20,ethereum,797931,71.7606490872211,283.4766734279919,0.8653955375253543,493,37,186,948619,1,952177.7777777778,252972.88888888888,1414.428571428571,11922.222222222224,9,2330.2109375
2021-04-21,ethereum,801544,72.62068965517241,289.5395537525355,0.8623326572008121,493,37,186,954030,1,1118500,274570.8333333333,3314,14916.666666666666,6,2364.751708984375
2021-04-22,ethereum,805704,70.96551724137932,290.65922920892496,0.8616835699797158,493,38,186,959536,1,969214.2857142856,294018.4285714286,758.5,14014.285714285714,7,2403.53515625
2021-04-23,ethereum,809027,72.44331983805668,298.1781376518219,0.8694129554655877,494,56.5,239,964131,2,1051933.3333333333,355505.5,0,14833.333333333334,6,2363.586181640625
2021-04-24,ethereum,811723,71.56275303643724,307.497975708502,0.8687449392712544,494,56.5,239,968398,2,947666.6666666666,268800.6666666667,1731.5,14066.666666666666,9,2211.625732421875
2021-04-25,ethereum,814430,72.31174089068826,304.87044534412956,0.867874493927125,494,56,239,972551,2,1187600,276178.8,2060.5,15520,5,2316.0595703125
2021-04-26,ethereum,817164,72.39676113360323,306.87651821862346,0.8649595141700397,494,91,414,977173,1,1095142.857142857,265710.4285714286,1183.75,14100,7,2534.481689453125
2021-04-27,ethereum,820115,72.66194331983806,309.57894736842104,0.8673076923076913,494,104,478,981754,1,920190,308369.7,1637.5,11240,10,2662.865234375
2021-04-28,ethereum,823341,72.66396761133603,308.44331983805665,0.8697773279352219,494,111,501,987599,1,1051933.3333333333,355505.5,0,14833.333333333334,6,2746.380126953125
2021-03-09,cardano,252251,121.736,306.388,0.9364199999999996,500,49.8,314.2,288343,10,562100,294613,3104.4444444444443,324.2,10,1.195160984992981
2021-03-10,cardano,254021,122.068,311.942,0.9360399999999997,500,43.7,332.1,290157,10,565800,300020.1,3092.8888888888887,326.9,10,1.1350029706954956
2021-03-11,cardano,255617,123.092,316.998,0.9359999999999996,500,47.5,332.7,292630,10,569200,305510.9,3255.375,330.2,10,1.1247899532318115
2021-03-12,cardano,257351,124.666,320.488,0.9358199999999998,500,55.1,379,294508,10,583666.6666666666,307528,3033,332.5,10,1.0391440391540527
2021-03-13,cardano,259326,125.828,322.804,0.9347999999999996,500,59.5,395.4,296990,10,612500,329576.125,3355.25,375.75,8,1.1033140420913696
2021-03-14,cardano,261360,127.52,328.914,0.9357000000000028,500,60.3,401.8,299669,10,580900,316624,3215.222222222222,335.3,10,1.059154033660889
2021-03-15,cardano,263411,128.366,337.526,0.9357999999999996,500,69.1,458.7,302177,10,584100,319407.6,3223.8888888888887,336.8,10,1.033539056777954
2021-03-16,cardano,266154,130.906,347.284,0.9363999999999996,500,70.6,469.3,306372,10,523166.6666666667,180310.16666666663,1283,9216.666666666666,6,1.2429529428482056
2021-03-17,cardano,269658,133.568,351.166,0.9321800000000028,500,71.5,477.7,310643,10,523166.6666666667,180310.16666666663,1283,9216.666666666666,6,1.3786729574203491
2021-03-18,cardano,273572,138.234,358.092,0.9294999999999995,500,72.4,481.1,315725,10,588800,318374.5,2757.9,15000,10,1.2390060424804688
2021-03-19,cardano,276342,140.982,363.282,0.9261799999999992,500,78.1,514.2,319294,10,634200,388128.6,3692,18200,5,1.3021700382232666
2021-03-20,cardano,279266,142.154,368.086,0.9272799999999992,500,80.1,526.8,322513.4,10,595900,322546.7,2768.8,15300,10,1.2065409421920776
2021-03-21,cardano,282258,142.62725450901803,372.1382765531062,0.927855711422848,499,81.2,530.9,326570,10,639800,396871.4,3682,18800,5,1.18913996219635
2021-03-22,cardano,284762,143.23446893787576,375.9318637274549,0.9260320641282588,499,88.9,569.2,330180,10,603300,326596.6,2949,15300,10,1.1098740100860596
2021-03-23,cardano,286836,144.334,380.932,0.927080000000002,500,90,559.3,332742,10,617000,329012.6,2674.3,15600,10,1.1215519905090332
2021-03-24,cardano,289118,145.458,386.95,0.9269200000000024,500,102.25,607.25,336638,4,642500,384992.8333333333,3806.5,17666.666666666668,6,1.0750019550323486
2021-03-25,cardano,290895,148.756,394.798,0.9257000000000016,500,106,628,339735,2,614900,333254.6,2630.4285714285716,15280,10,1.1015739440917969
2021-03-26,cardano,292644,150.558,402.858,0.9269399999999994,500,106,697.3333333333334,342980,3,638100,323238.5,2618.8,15280,10,1.2139689922332764
2021-03-27,cardano,294141,151.012,403.188,0.9257799999999996,500,116.33333333333331,779,345297,3,673200,322710.4,2371.5555555555557,16380,10,1.1765769720077517
2021-03-28,cardano,296025,151.462,406.658,0.9286599999999994,500,119,797,348147,3,679800,324787.1,2600.1,16480,10,1.1911239624023438
2021-03-29,cardano,297702,151.922,410.036,0.9283399999999992,500,118.33333333333331,800,348532,3,681500,325414.7,2596.4444444444443,16480,10,1.2025409936904907
2021-03-30,cardano,299433,152.73,415.37,0.9292200000000024,500,106,720,350056,4,685000,326579.4,2840.625,16590,10,1.2133170366287231
2021-03-31,cardano,301203,153.698,424.264,0.9328199999999998,500,131,856.5,352924,4,688200,327721.8,2708.777777777778,16690,10,1.1932640075683594
2021-04-01,cardano,302813,154.578,425.348,0.9318400000000016,500,138,895.25,355658,4,626000,306083.1,2096.777777777778,16190,10,1.189244031906128
2021-04-02,cardano,304507,155.654,427.314,0.9331399999999996,500,110.5,747.3333333333334,358454,6,647900,272730.1,1657.3,14640,10,1.1965090036392212
2021-04-03,cardano,306202,157.862,434.838,0.9290799999999996,500,114.5,781.5,360777,6,651600,273179.9,1554.3,14640,10,1.1732770204544067
2021-04-04,cardano,307866,157.794,434.116,0.9277799999999994,500,117.16666666666669,794.6666666666666,363224,6,631857.1428571428,305706,1573.75,16557.14285714286,7,1.1914199590682983
2021-04-05,cardano,309751,56.57715430861723,208.66533066132263,0.8787374749498994,499,117.83333333333331,800.3333333333334,366154,6,691500,238854.83333333337,1413,13483.333333333334,6,1.2143000364303589
2021-04-06,cardano,311743,57.606,211.702,0.8870799999999993,500,123,793.8571428571429,369324,7,709600,218170.2,1400.3333333333333,11840,10,1.2553540468215942
2021-04-07,cardano,313438,162.056,443.91,0.9278800000000028,500,130.14285714285714,828,371680,7,712800,218283.9,1324.8,11840,10,1.1751489639282229
2021-04-08,cardano,315015,162.436,444.438,0.9264399999999994,500,131.85714285714286,834.5714285714286,374339,7,523166.6666666667,180310.16666666663,1283,9216.666666666666,6,1.2194360494613647
2021-04-09,cardano,316470,162.896,443.672,0.9246800000000028,500,124.125,783,377278,8,523166.6666666667,180310.16666666663,1283,9216.666666666666,6,1.2035399675369265
2021-04-10,cardano,317923,162.846,447.438,0.9265399999999996,500,128.75,803.625,380247,8,673600,217293.7,1448.375,12130,10,1.2187579870224
2021-04-11,cardano,319654,59.094,217.572,0.8798399999999995,500,131.625,812.5,383656,8,615500,209863.6,1466.5,11270,10,1.266734957695007
2021-04-12,cardano,321539,164.24048096192385,454.372745490982,0.9264128256513056,499,133.125,819.5,387332,8,712500,221204.625,1388,12362.5,8,1.3161269426345823
2021-04-13,cardano,323561,161.64128256513027,450.685370741483,0.9243687374749494,499,134,825,390957,8,716500,221268.5,1227.6666666666667,12362.5,8,1.4117859601974487
2021-04-14,cardano,326106,161.81763527054107,452.374749498998,0.9266733466933867,499,134.375,829.75,394909,8,651100,211348.4,1455.4,11410,10,1.4554200172424316
2021-04-15,cardano,328455,162.61723446893788,452.90981963927857,0.9292384769539072,499,135.625,832.375,398671.625,8,679444.4444444445,217461.22222222225,1487.571428571429,11933.333333333334,9,1.4815880060195925
2021-04-16,cardano,331485,59.21529175050302,221.07243460764587,0.8922132796780694,497,125.66666666666669,784.5555555555555,402901,9,715000,230090.8,1487.571428571429,13380,5,1.4169490337371826
2021-04-17,cardano,334473,162.3426853707415,450.1663326653307,0.928917835671342,499,127.33333333333331,797.5555555555555,406444,9,582800,193422.8,1379,8780,10,1.3848689794540403
2021-04-18,cardano,337298,162.30260521042084,451.0440881763527,0.9276953907815628,499,128.11111111111111,802.4444444444445,410910.77777777775,9,464340,183555.2,1393.3333333333333,8877.777777777777,10,1.275501012802124
2021-04-19,cardano,340316,164.03607214428857,466.1763527054108,0.9300801603206404,499,128.88888888888889,806,414816,9,467950,185429.5,1422.2,8877.777777777777,10,1.1979589462280271
2021-04-20,cardano,342986,163.78356713426854,462.128256513026,0.9303607214428852,499,130.55555555555554,808.7777777777778,419178,9,487780,174142.1,1178.25,8377.777777777777,10,1.2659339904785156
2021-04-21,cardano,345617,164.4068136272545,469.6392785571142,0.9315030060120272,499,129.88888888888889,810.6666666666666,423371,9,475857.1428571429,187086,1574.2,9228.57142857143,7,1.2067350149154663
2021-04-22,cardano,347852,164.6573146292585,474.2324649298597,0.931402805611222,499,130.22222222222223,811.2222222222222,426507.8888888889,9,541200,194804.6,1199,10720,5,1.147017002105713
2021-04-23,cardano,349806,166.0180360721443,480.0260521042084,0.9333867735470966,499,131.11111111111111,811.6666666666666,429206,9,523166.6666666667,180310.16666666663,1283,9216.666666666666,6,1.155701994895935
2021-04-24,cardano,351693,163,483.82765531062125,0.9345090180360718,499,131.22222222222223,812.7777777777778,431806,9,405560,176991.5,1363,9066.666666666666,10,1.101354956626892
2021-04-25,cardano,353516,162.42084168336677,489.6292585170341,0.934669338677358,499,131.33333333333334,813,434635,9,460280,174029.5,1136.5,8377.777777777777,10,1.0882500410079956
2021-04-26,cardano,355466,161.43887775551102,493.7054108216433,0.935991983967935,499,113.22222222222224,685.1111111111111,437818,9,470200,177024.1,1490.3333333333333,8760,10,1.2340190410614014
2021-04-27,cardano,357501,162.34468937875752,506.0280561122245,0.9368737474949892,499,119.125,709.25,441750,8,548222.2222222222,171280.88888888888,1249.3333333333333,8500,9,1.306926965713501
2021-04-28,cardano,359574,158.85771543086173,496.6452905811623,0.933587174348697,499,119.625,713.5,445950,8,523166.6666666667,180310.16666666663,1283,9216.666666666666,6,1.335665941238403
2021-03-09,ripple,273882,84.052,79.268,0.8783199999999997,500,266.3,1119,1247467,10,201620,164221.6,1814,218.5,10,0.4859879910945892
2021-03-10,ripple,274084,83.346,78.872,0.8767999999999999,500,284.4,1148.7,1250702,10,232866.66666666663,196145,2088.3333333333335,222,6,0.4631659984588623
2021-03-11,ripple,274243,83.584,79.638,0.8778999999999997,500,274.5,1146.3,1253877,10,246630,166248.7,1879.111111111111,146.4,10,0.4529600143432617
2021-03-12,ripple,274441,83.654,80.15,0.8782000000000001,500,307,1222.3,1256397,10,253480,170433.9,1572.4,148.2,10,0.4411309957504273
2021-03-13,ripple,274643,83.916,80.578,0.8790999999999993,500,275.4,1165.3,1259465.3,10,268271.4285714286,189622.42857142855,1860.2857142857144,195.57142857142856,8,0.4599240124225617
2021-03-14,ripple,274846,83.816,80.868,0.8764999999999998,500,309.9,1315.5,1263846,10,229244.44444444444,161305.44444444444,1634.888888888889,160.66666666666666,9,0.442111998796463
2021-03-15,ripple,275056,83.904,81.164,0.8822399999999994,500,269.3,1161.7,1267046,10,262480,175859.2,1746.4,226.4,5,0.4375549852848053
2021-03-16,ripple,275297,83.716,81.498,0.8841799999999995,500,294.2,1244.2,1269803,10,378593.3333333333,1391253.4,693.2857142857143,22890,10,0.4625999927520752
2021-03-17,ripple,275617,83.294,81.944,0.8821999999999999,500,226.5,1017.5,1272926,10,378593.3333333333,1391253.4,693.2857142857143,22890,10,0.4724169969558716
2021-03-18,ripple,275794,84.182,82.436,0.8845799999999995,500,182.2,860.2,1276179,10,233800,139263.6,1503.4444444444443,6180,10,0.4729189872741699
2021-03-19,ripple,275951,82.874,82.14,0.8835599999999993,500,138.3,786.7,1278538,10,307000,153215.14285714287,985.7142857142856,4685.714285714285,7,0.4711709916591644
2021-03-20,ripple,276233,83.014,83.144,0.8861600000000003,500,194.7,969.7,1281717,10,275740,141273.6,1186.8,5420,10,0.5269910097122192
2021-03-21,ripple,276493,83.248,84.29,0.8878200000000005,500,221.4,1066,1285254.7,10,372800,161119.875,861.75,4362.5,8,0.5198349952697754
2021-03-22,ripple,276851,83.31,84.48,0.8858800000000002,500,215,1003.8,1288872,10,311640,157051.1,1006.6666666666666,5610,10,0.5499420166015625
2021-03-23,ripple,277094,83.246,84.172,0.8871200000000001,500,222.3,1016.7,1291615,10,311760,160355.2,1193.2,5540,10,0.5565950274467468
2021-03-24,ripple,277550,82.918,84.8,0.8861400000000005,500,266.6,1142.1,1295364,10,322037.5,168323.5,1185.6,5500,8,0.48883700370788574
2021-03-25,ripple,277739,83.14,85.156,0.8860600000000007,500,280.4,1127.7,1297796.9,10,312080,158976.2,1072,5480,10,0.5174980163574219
2021-03-26,ripple,277922,83.078,85.188,0.8867599999999994,500,207.5,870.1,1300287,10,312280,148414.9,1147.9,4920,10,0.5670549869537354
2021-03-27,ripple,278060,83.126,85.17,0.8847999999999993,500,227.6,952.7,1302996,10,340100,157017.77777777778,979.5,4260,10,0.5504429936408997
2021-03-28,ripple,278241,82.4,85.24,0.8827599999999995,500,230.4,1001.3,1305882,10,353900,164457.8,1057.4444444444443,4370,10,0.5507559776306152
2021-03-29,ripple,278382,82.44,85.734,0.8851599999999995,500,225,997.9,1304762,10,313520,143036.3,1204.8,5050,10,0.5678709745407104
2021-03-30,ripple,278577,82.056,86.316,0.8863000000000003,500,225.7,1006.6,1305796,10,340700,171544.66666666666,1333.5,4700,6,0.5668590068817139
2021-03-31,ripple,278748,82.002,86.788,0.8856999999999996,500,311,1306.3,1308543,10,272840,142587.5,1092.625,5360,10,0.573868989944458
2021-04-01,ripple,279017,81.972,86.9,0.8850799999999999,500,318,1326,1311725,10,354380,144952.4,945.5,4150,10,0.5792919993400574
2021-04-02,ripple,279226,81.582,86.634,0.8844199999999994,500,339.4,1415.9,1315182.9,10,374700,153453.9,984.4,4320,10,0.6165689826011658
2021-04-03,ripple,279439,81.648,86.938,0.8853799999999994,500,355.3,1474.7,1319148,10,354470,136247.9,985.6,4270,10,0.5909150242805481
2021-04-04,ripple,279603,81.75,87.154,0.8859199999999997,500,359.5,1494.2,1322504,10,354500,139700.1,1193.875,4330,10,0.6467289924621582
2021-04-05,ripple,280232,55.81563126252505,71.65931863727455,0.8693386773547089,499,418.3,1668.1,1329548.8,10,408566.6666666667,158153.83333333334,366,3483.3333333333335,6,0.9204729795455932
2021-04-06,ripple,281280,56.52705410821643,71.54308617234469,0.8677354709418833,499,516.1,1994.4,1340442,10,426412.5,478725.77777777775,1066.7777777777778,7655.555555555556,9,1.0962660312652588
2021-04-07,ripple,281845,81.45,90.368,0.8864400000000004,500,503.2,1996.8,1346822,10,465810,157926.7,800.625,3290,10,0.917576014995575
2021-04-08,ripple,282280,81.396,90.998,0.8876999999999993,500,538.4,2175.7,1351740,10,378593.3333333333,1391253.4,693.2857142857143,22890,10,1.0527559518814087
